has_coal,id,name,number,parliament_id,region_id
,29624,Oberbergischer Kreis,66,6,2861876
,29634,,103,6,2861876
,29649,,110,6,2861876
,29547,,112,6,2861876
,29596,,14,6,2847618
,29652,,149,6,2847618
,29591,,204,6,2951839
,29521,,237,6,2951839
,29598,,162,6,2847618
,29678,,73,6,2861876
,29728,Cloppenburg - Vechta,33,6,2862926
,29691,,38,6,2862926
,29671,Würzburg,252,6,2951839
,29695,,87,6,2861876
,29740,,3,6,2862926
,29730,Nordfriesland - Dithmarschen Nord,2,6,2838632
,29715,Stadt Hannover II,42,6,2862926
,29690,,147,6,2905330
,29662,,142,6,2905330
,29694,,15,6,2905330
,29677,Sächsische Schweiz-Osterzgebirge,158,6,2842566
,29696,,11,6,2953481
,29698,,285,6,2842565
,29679,,156,6,2847618
,29700,,33,6,2861876
,29544,,183,6,2953481
,29724,Neckar-Zaber,170,6,2953481
,29707,,176,6,2953481
,29701,Aalen - Heidenheim,174,6,2953481
,29729,Nordfriesland - Dithmarschen-Nord,2,6,2838632
,29723,,187,6,2953481
,29702,Aalen - Heidenheim,271,6,2953481
,29703,,3,6,2911297
,29647,,92,6,2861876
,29687,,206,6,2951839
,29670,Würzburg,237,6,2951839
,29639,,66,6,2861876
,29672,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,197,6,2822542
,29708,Karlsruhe-Land,176,6,2953481
,29673,,317,6,2842566
,29568,,144,6,2905330
,29681,,18,6,2911297
,29711,,287,6,2842565
,29660,,9,6,2838632
,29674,Pirna - Sebnitz - Bischofswerda,317,6,2842566
,29714,Stadt Hannover II,37,6,2862926
,29675,Sächsische Schweiz - Weißeritzkreis,159,6,2842566
,29709,,84,6,2861876
,29676,Sächsische Schweiz - Osterzgebirge,159,6,2842566
,29713,,37,6,2862926
,29731,Lörrach - Müllheim,186,6,2953481
,29716,Stadt Hannover II,43,6,2862926
,29609,,185,6,2953481
,29717,Dortmund III,115,6,2861876
,29519,,68,6,2861876
,29692,,39,6,2862926
,29712,Magdeburg - Schönebeck - Wanzleben - Staßfurt,287,6,2842565
,29718,Dortmund II,144,6,2861876
,29699,Harz und Vorharzgebiet,285,6,2842565
,29720,,51,6,2862926
,29600,,90,6,2861876
,29726,Berlin-Neukölln,257,6,2950157
,29682,,8,6,2861876
,29725,,256,6,2950157
,29693,Siegen-Wittgenstein I,120,6,2861876
,29689,,22,6,2905330
,29727,Cloppenburg - Vechta,27,6,2862926
,29732,Lörrach - Müllheim,283,6,2953481
,29733,,48,6,2862926
,29684,Bernburg - Aschersleben - Quedlinburg,290,6,2842565
,29710,,82,6,2861876
,29587,,164,6,2953481
,29754,,8,6,2838632
,29747,,10,6,2951839
,29782,,258,6,2950157
,29748,,326,6,2842566
,29749,Aue - Schwarzenberg - Klingenthal,326,6,2842566
,29545,,101,6,2861876
,29513,,152,6,2847618
,29625,,115,6,2861876
,29537,,130,6,2905330
,29751,,147,6,2847618
,29755,Trier,152,6,2847618
,29507,,69,6,2861876
,29777,Neuwied,146,6,2847618
,29763,,229,6,2951839
,29785,,325,6,2842566
,29786,Annaberg - Stollberg - Zschopau,325,6,2842566
,29595,,17,6,2911297
,29762,Waldshut,192,6,2953481
,29766,Fulda,132,6,2905330
,29771,Hamburg-Mitte,12,6,2911297
,29759,Hamburg-Altona,13,6,2911297
,29753,,259,6,2950157
,29756,Trier,206,6,2847618
,29629,,27,6,2862926
,29787,,54,6,2862926
,29760,,1,6,2953481
,29722,,191,6,2953481
,29788,Märkisch-Oderland - Barnim II,60,6,2945356
,29790,,277,6,2945356
,29781,,13,6,2838632
,29504,,58,6,2861876
,29792,,8,6,2953481
,29773,Goslar,47,6,2862926
,29564,,245,6,2842635
,29736,,244,6,2842635
,29548,,118,6,2861876
,29767,,12,6,2861876
,29793,,170,6,2953481
,29517,,166,6,2953481
,29576,,104,6,2861876
,29542,,62,6,2861876
,29769,Wuppertal I,69,6,2861876
,29526,,2,6,2838632
,29776,,227,6,2951839
,29774,,5,6,2862926
,29704,,226,6,2951839
,29592,,168,6,2953481
,29775,,263,6,2872567
,29780,,23,6,2862926
,29772,,143,6,2905330
,29667,,29,6,2862926
,29758,,213,6,2951839
,29752,,97,6,2861876
,29737,,163,6,2953481
,29750,,198,6,2951839
,29742,,21,6,2862926
,29746,,132,6,2905330
,29784,,11,6,2838632
,29572,,30,6,2862926
,29778,Regensburg,234,6,2951839
,29743,,49,6,2862926
,29779,,4,6,2951839
,29745,,8,6,2862926
,29768,,71,6,2861876
,29535,,137,6,2905330
,29688,,211,6,2951839
,29818,Hamburg-Nord,22,6,2911297
,29802,,56,6,2861876
,29796,Freiburg,281,6,2953481
,29841,Calw,184,6,2953481
,29828,München-Ost,219,6,2951839
,29816,,16,6,2951839
,29594,,79,6,2861876
,29842,Calw,281,6,2953481
,29593,,126,6,2905330
,29650,,60,6,2861876
,29541,,74,6,2861876
,29813,Saarbrücken,296,6,2842635
,29819,Hamburg-Nord,21,6,2911297
,29530,,15,6,2911297
,29850,Hannover-Land I,38,6,2862926
,29843,Calw,280,6,2953481
,29844,,14,6,2951839
,29845,,47,6,2951839
,29795,Freiburg,282,6,2953481
,29847,,39,6,2951839
,29697,,173,6,2953481
,29808,Stade-Rotenburg I,25,6,2862926
,29798,,27,6,2861876
,29822,Homburg,248,6,2842635
,29830,,41,6,2862926
,29602,,117,6,2861876
,29799,,11,6,2861876
,29814,,109,6,2861876
,29821,,248,6,2842635
,29797,,102,6,2861876
,29801,,4,6,2905330
,29721,,46,6,2862926
,29803,,5,6,2861876
,29610,,95,6,2861876
,29646,,94,6,2861876
,29806,,19,6,2862926
,29664,,128,6,2905330
,29555,,129,6,2905330
,29800,,70,6,2861876
,29838,,138,6,2905330
,29586,,198,6,2953481
,29824,Gelsenkirchen II - Recklinghausen III,94,6,2861876
,29527,,36,6,2862926
,29823,,33,6,2951839
,29599,,141,6,2905330
,29846,Lüneburg - Lüchow-Dannenberg,31,6,2862926
,29794,Freiburg,185,6,2953481
,29812,Heinsberg,55,6,2861876
,29817,Hamburg-Nord,15,6,2911297
,29805,,20,6,2862926
,29825,,18,6,2862926
,29810,München-West,207,6,2951839
,29571,,157,6,2847618
,29826,München-Ost,205,6,2951839
,29827,München-Ost,220,6,2951839
,29719,,55,6,2861876
,29569,,40,6,2862926
,29658,,56,6,2862926
,29500,,174,6,2953481
,29848,,234,6,2951839
,29834,,31,6,2862926
,29811,,254,6,2950157
,29831,,3,6,2905330
,29809,,207,6,2951839
,29832,,18,6,2953481
,29553,,6,6,2838632
,29833,,26,6,2861876
,29840,,232,6,2951839
,29706,,189,6,2953481
,29783,,33,6,2862926
,29741,,25,6,2862926
,29566,,123,6,2861876
,29849,,188,6,2953481
,29807,,34,6,2862926
,29651,Köln II,60,6,2861876
,29839,,37,6,2951839
,29757,,208,6,2951839
,29764,,215,6,2951839
,29567,,120,6,2861876
,29685,,205,6,2951839
,29804,,64,6,2861876
,29863,,3,6,2953481
,29860,Aschaffenburg,247,6,2951839
,29891,Landshut,228,6,2951839
,29881,Schweinfurt,250,6,2951839
,29866,,10,6,2953481
,29888,Rastatt,273,6,2953481
,29852,Kiel,5,6,2838632
,29734,,45,6,2862926
,29683,,61,6,2861876
,29616,,13,6,2911297
,29896,,44,6,2862926
,29883,,20,6,2861876
,29516,,218,6,2951839
,29878,,236,6,2951839
,29893,,246,6,2842635
,29836,,177,6,2953481
,29738,,24,6,2862926
,29837,,22,6,2862926
,29884,,298,6,2822542
,29869,,76,6,2861876
,29868,,98,6,2861876
,29509,,195,6,2953481
,29872,,202,6,2951839
,29686,,151,6,2847618
,29540,,78,6,2861876
,29871,,4,6,2847618
,29765,,134,6,2905330
,29870,,75,6,2861876
,29597,,161,6,2847618
,29563,,184,6,2953481
,29886,Rastatt,177,6,2953481
,29815,,169,6,2953481
,29874,Suhl - Schmalkalden - Ilmenau - Neuhaus,307,6,2822542
,29897,,20,6,2911297
,29887,Rastatt,274,6,2953481
,29854,,7,6,2905330
,29570,,159,6,2847618
,29867,,172,6,2953481
,29889,Landshut,214,6,2951839
,29590,,167,6,2953481
,29856,Weilheim,212,6,2951839
,29890,Landshut,229,6,2951839
,29524,,139,6,2905330
,29735,,247,6,2842635
,29877,,199,6,2951839
,29835,,193,6,2953481
,29680,,154,6,2847618
,29858,Aschaffenburg,233,6,2951839
,29859,Aschaffenburg,248,6,2951839
,29861,,318,6,2842566
,29820,,155,6,2847618
,29622,,203,6,2951839
,29531,,99,6,2861876
,29894,,8,6,2951839
,29873,Köln III,61,6,2861876
,29875,Suhl - Schmalkalden-Meiningen - Hildburghausen,199,6,2822542
,29876,Suhl - Schmalkalden-Meiningen - Hildburghausen,198,6,2822542
,29551,,3,6,2838632
,29862,Südpfalz,161,6,2847618
,29882,,4,6,2838632
,29515,,214,6,2951839
,29615,,16,6,2911297
,29885,,201,6,2951839
,29855,,212,6,2951839
,29605,,190,6,2953481
,29892,,12,6,2838632
,29770,,12,6,2911297
,29851,,5,6,2838632
,29561,,1,6,2838632
,29864,,40,6,2861876
,29879,Schweinfurt,236,6,2951839
,29880,Schweinfurt,251,6,2951839
,29865,,7,6,2838632
,29761,,192,6,2953481
,29895,Frankfurt am Main II,139,6,2905330
,29853,,57,6,2861876
,29705,,160,6,2847618
,29857,,233,6,2951839
,29902,Kreis Aachen,54,6,2861876
,30169,Nürtingen,166,6,2953481
,29964,Montabaur,205,6,2847618
,29744,Tübingen,194,6,2953481
,29619,,105,6,2861876
,30184,Northeim - Osterode,48,6,2862926
,30207,Warendorf,100,6,2861876
,29636,,14,6,2838632
,29905,,4,6,2861876
,29907,,261,6,2950157
,30251,Traunstein,225,6,2951839
,29908,Berlin-Hellersdorf-Marzahn,260,6,2950157
,29910,Berlin-Treptow-Köpenick,84,6,2950157
,29909,Berlin-Treptow - Köpenick,85,6,2950157
,29906,,222,6,2951839
,29620,,54,6,2861876
,29975,Stadt Osnabrück,33,6,2862926
,29898,,51,6,2944387
,29607,,178,6,2953481
,30067,Meiningen - Bad Salzungen - Hildburghausen - Sonneberg,306,6,2822542
,29791,,135,6,2905330
,30033,,41,6,2951839
,29565,,200,6,2951839
,29829,,210,6,2951839
,29904,,52,6,2944387
,30093,Erftkreis I,57,6,2861876
,29585,,194,6,2953481
,29583,,225,6,2951839
,29789,,121,6,2861876
,30034,Berlin-Charlottenburg-Wilmersdorf,254,6,2950157
,29739,,175,6,2953481
,29508,,63,6,2861876
,30117,Berlin-Spandau,252,6,2950157
,30127,Güstrow - Sternberg - Lübz - Parchim - Ludwigslust,264,6,2872567
,29911,,228,6,2951839
,29900,Starnberg,210,6,2951839
,29991,Neustrelitz-Strasburg-Pasewalk-Ueckermünde-Anklam,270,6,2872567
,30071,Neubrandenburg-Altentreptow-Waren-Röbel,269,6,2872567
,30215,Wittenberg-Gräfenhainichen-Jessen-Roßlau-Zerbst,288,6,2842565
,29903,Kreis Aachen,89,6,2861876
,30151,Stralsund - Nordvorpommern - Rügen,15,6,2872567
,29899,,266,6,2872567
,29901,,2,6,2911297
